TIME_PERIOD,Portfolio,Return,Avg_FirmSize,N_firms,Region,N_Portfolios,Portfolio_market_size,Market_return,USD_to_EUR,Monthly_Exchange_Return,Return_EUR,SMB_USD,MOM_USD,RF_USD,SMB_EUR,MOM_EUR,RF_EUR
2004-09-30,ME1 PRIOR2,3.62,148.47,456,US,25,67702.31999999999,1.6498839893859962,0.8058667096462245,1.0264324280763961,3.7156853896365543,,,,,,
2004-09-30,ME1 PRIOR3,4.1,76.22,375,EU,25,28582.5,4.067175849594182,0.8058667096462245,1.0264324280763961,4.208372955113224,,,,,,
2004-09-30,ME1 PRIOR3,4.02,142.57,328,US,25,46762.96,1.6498839893859962,0.8058667096462245,1.0264324280763961,4.126258360867112,,,,,,
2004-09-30,ME1 PRIOR4,4.19,75.54,393,EU,25,29687.22,4.067175849594182,0.8058667096462245,1.0264324280763961,4.3007518736401,,,,,,
2004-09-30,ME1 PRIOR4,5.0,150.15,335,US,25,50300.25,1.6498839893859962,0.8058667096462245,1.0264324280763961,5.132162140381981,,,,,,
2004-09-30,ME2 PRIOR1,2.42,713.27,162,US,25,115549.73999999999,1.6498839893859962,0.8058667096462245,1.0264324280763961,2.4839664759448787,,,,,,
2004-09-30,ME2 PRIOR1,3.97,428.97,186,EU,25,79788.42,4.067175849594182,0.8058667096462245,1.0264324280763961,4.0749367394632925,,,,,,
2004-09-30,ME2 PRIOR2,3.59,469.16,89,EU,25,41755.240000000005,4.067175849594182,0.8058667096462245,1.0264324280763961,3.684892416794262,,,,,,
2004-09-30,ME2 PRIOR2,5.47,719.81,104,US,25,74860.23999999999,1.6498839893859962,0.8058667096462245,1.0264324280763961,5.614585381577887,,,,,,
2004-09-30,ME2 PRIOR3,5.36,742.16,119,US,25,88317.04,1.6498839893859962,0.8058667096462245,1.0264324280763961,5.501677814489484,,,,,,
2004-09-30,ME2 PRIOR3,3.63,462.49,101,EU,25,46711.49,4.067175849594182,0.8058667096462245,1.0264324280763961,3.7259497139173177,,,,,,
2004-09-30,ME2 PRIOR4,6.03,460.4,131,EU,25,60312.399999999994,4.067175849594182,0.8058667096462245,1.0264324280763961,6.189387541300669,,,,,,
2004-09-30,ME2 PRIOR4,7.78,772.84,84,US,25,64918.560000000005,1.6498839893859962,0.8058667096462245,1.0264324280763961,7.985644290434362,,,,,,
2004-09-30,ME2 PRIOR5,7.28,746.16,139,US,25,103716.23999999999,1.6498839893859962,0.8058667096462245,1.0264324280763961,7.472428076396164,,,,,,
2004-09-30,ME2 PRIOR5,4.87,458.06,197,EU,25,90237.82,4.067175849594182,0.8058667096462245,1.0264324280763961,4.9987259247320495,,,,,,
2004-09-30,ME3 PRIOR1,4.64,1189.97,80,EU,25,95197.6,4.067175849594182,0.8058667096462245,1.0264324280763961,4.762646466274478,,,,,,
2004-09-30,ME3 PRIOR1,0.41,1565.72,89,US,25,139349.08000000002,1.6498839893859962,0.8058667096462245,1.0264324280763961,0.4208372955113224,,,,,,
2004-09-30,ME3 PRIOR2,3.26,1176.05,59,EU,25,69386.95,4.067175849594182,0.8058667096462245,1.0264324280763961,3.3461697155290513,,,,,,
2004-09-30,ME3 PRIOR2,2.74,1557.2,79,US,25,123018.8,1.6498839893859962,0.8058667096462245,1.0264324280763961,2.8124248529293254,,,,,,
2004-09-30,ME3 PRIOR3,3.04,1208.8,67,EU,25,80989.59999999999,4.067175849594182,0.8058667096462245,1.0264324280763961,3.1203545813522444,,,,,,
2004-09-30,ME3 PRIOR3,3.54,1585.21,84,US,25,133157.64,1.6498839893859962,0.8058667096462245,1.0264324280763961,3.633570795390442,,,,,,
2004-09-30,ME3 PRIOR4,5.12,1223.67,65,EU,25,79538.55,4.067175849594182,0.8058667096462245,1.0264324280763961,5.255334031751148,,,,,,
2004-09-30,ME3 PRIOR4,3.63,1645.85,72,US,25,118501.2,1.6498839893859962,0.8058667096462245,1.0264324280763961,3.7259497139173177,,,,,,
2004-09-30,ME3 PRIOR5,7.42,1513.09,100,US,25,151309.0,1.6498839893859962,0.8058667096462245,1.0264324280763961,7.61612861632686,,,,,,
2004-09-30,ME3 PRIOR5,7.02,1193.37,120,EU,25,143204.4,4.067175849594182,0.8058667096462245,1.0264324280763961,7.2055556450963,,,,,,
2004-09-30,ME4 PRIOR1,2.96,3300.27,66,EU,25,217817.82,4.067175849594182,0.8058667096462245,1.0264324280763961,3.0382399871061323,,,,,,
2004-09-30,ME4 PRIOR1,2.07,3705.99,69,US,25,255713.31,1.6498839893859962,0.8058667096462245,1.0264324280763961,2.1247151261181396,,,,,,
2004-09-30,ME4 PRIOR2,4.31,3165.11,48,EU,25,151925.28,4.067175849594182,0.8058667096462245,1.0264324280763961,4.423923765009267,,,,,,
2004-09-30,ME4 PRIOR2,3.22,3425.56,77,US,25,263768.12,1.6498839893859962,0.8058667096462245,1.0264324280763961,3.305112418405996,,,,,,
2004-09-30,ME4 PRIOR3,3.88,3661.18,78,US,25,285572.04,1.6498839893859962,0.8058667096462245,1.0264324280763961,3.982557820936417,,,,,,
2004-09-30,ME4 PRIOR3,5.59,2929.41,59,EU,25,172835.19,4.067175849594182,0.8058667096462245,1.0264324280763961,5.7377572729470545,,,,,,
2004-09-30,ME4 PRIOR4,2.34,3793.51,87,US,25,330035.37,1.6498839893859962,0.8058667096462245,1.0264324280763961,2.4018518816987666,,,,,,
2004-09-30,ME4 PRIOR4,3.99,3301.92,64,EU,25,211322.88,4.067175849594182,0.8058667096462245,1.0264324280763961,4.095465388024821,,,,,,
2004-09-30,ME4 PRIOR5,5.88,2993.99,64,EU,25,191615.36,4.067175849594182,0.8058667096462245,1.0264324280763961,6.035422677089209,,,,,,
2004-09-30,ME4 PRIOR5,7.42,3656.42,67,US,25,244980.14,1.6498839893859962,0.8058667096462245,1.0264324280763961,7.61612861632686,,,,,,
2004-09-30,ME5 PRIOR2,2.75,29149.99,81,EU,25,2361149.19,4.067175849594182,0.8058667096462245,1.0264324280763961,2.8226891772100893,,,,,,
2004-09-30,ME5 PRIOR2,-0.37,34935.82,83,US,25,2899673.06,1.6498839893859962,0.8058667096462245,1.0264324280763961,-0.37977999838826654,,,,,,
2004-09-30,ME5 PRIOR3,4.39,22955.36,59,EU,25,1354366.24,4.067175849594182,0.8058667096462245,1.0264324280763961,4.5060383592553785,,,,,,
2004-09-30,ME5 PRIOR3,-0.1,37177.84,85,US,25,3160116.4,1.6498839893859962,0.8058667096462245,1.0264324280763961,-0.10264324280763962,,,,,,
2004-09-30,ME5 PRIOR4,6.59,18185.54,54,EU,25,982019.16,4.067175849594182,0.8058667096462245,1.0264324280763961,6.76418970102345,,,,,,
2004-09-30,ME5 PRIOR4,4.34,20727.83,77,US,25,1596042.9100000001,1.6498839893859962,0.8058667096462245,1.0264324280763961,4.454716737851559,,,,,,
2004-09-30,SMALL HiPRIOR,6.49,152.78,652,US,25,99612.56,1.6498839893859962,0.8058667096462245,1.0264324280763961,6.661546458215811,,,,,,
2004-09-30,SMALL HiPRIOR,5.1,67.84,1009,EU,25,68450.56,4.067175849594182,0.8058667096462245,1.0264324280763961,5.23480538318962,,,,,,
2004-09-30,SMALL LoPRIOR,1.58,42.76,1665,EU,25,71195.4,4.067175849594182,0.8058667096462245,1.0264324280763961,1.621763236360706,,,,,,
2004-09-30,SMALL LoPRIOR,3.38,134.29,963,US,25,129321.26999999999,1.6498839893859962,0.8058667096462245,1.0264324280763961,3.469341606898219,,,,,,
2004-10-31,BIG HiPRIOR,3.82,14587.21,45,EU,25,656424.45,4.154920475410888,0.7851142341210646,1.0438093742639554,3.987351809688309,,,,,,
2004-10-31,BIG HiPRIOR,3.76,16181.04,42,US,25,679603.68,1.487590507473692,0.7851142341210646,1.0438093742639554,3.924723247232472,,,,,,
2004-10-31,BIG LoPRIOR,4.58,18152.03,60,EU,25,1089121.7999999998,4.154920475410888,0.7851142341210646,1.0438093742639554,4.7806469341289155,,,,,,
2004-10-31,BIG LoPRIOR,3.36,34474.47,61,US,25,2102942.67,1.487590507473692,0.7851142341210646,1.0438093742639554,3.50719949752689,,,,,,
2004-10-31,ME1 PRIOR2,4.57,76.61,442,EU,25,33861.62,4.154920475410888,0.7851142341210646,1.0438093742639554,4.770208840386276,,,,,,
2004-10-31,ME1 PRIOR2,1.16,159.21,405,US,25,64480.05,1.487590507473692,0.7851142341210646,1.0438093742639554,1.210818874146188,,,,,,
2004-10-31,ME1 PRIOR3,2.39,156.91,377,US,25,59155.07,1.487590507473692,0.7851142341210646,1.0438093742639554,2.4947044044908533,,,,,,
2004-10-31,ME1 PRIOR3,4.5,71.55,394,EU,25,28190.699999999997,4.154920475410888,0.7851142341210646,1.0438093742639554,4.697142184187799,,,,,,
2004-10-31,ME1 PRIOR4,2.55,183.0,286,US,25,52338.0,1.487590507473692,0.7851142341210646,1.0438093742639554,2.661713904373086,,,,,,
2004-10-31,ME1 PRIOR4,4.93,79.29,346,EU,25,27434.340000000004,4.154920475410888,0.7851142341210646,1.0438093742639554,5.1459802151213,,,,,,
2004-10-31,ME2 PRIOR1,3.95,742.66,168,US,25,124766.87999999999,1.487590507473692,0.7851142341210646,1.0438093742639554,4.123047028342624,,,,,,
2004-10-31,ME2 PRIOR1,3.66,461.1,197,EU,25,90836.70000000001,4.154920475410888,0.7851142341210646,1.0438093742639554,3.820342309806077,,,,,,
2004-10-31,ME2 PRIOR2,2.56,782.25,109,US,25,85265.25,1.487590507473692,0.7851142341210646,1.0438093742639554,2.672151998115726,,,,,,
2004-10-31,ME2 PRIOR2,4.73,477.77,105,EU,25,50165.85,4.154920475410888,0.7851142341210646,1.0438093742639554,4.937218340268509,,,,,,
2004-10-31,ME2 PRIOR3,4.77,487.63,113,EU,25,55102.19,4.154920475410888,0.7851142341210646,1.0438093742639554,4.9789707152390665,,,,,,
2004-10-31,ME2 PRIOR3,3.59,794.46,89,US,25,70706.94,1.487590507473692,0.7851142341210646,1.0438093742639554,3.7472756536075997,,,,,,
2004-10-31,ME2 PRIOR4,2.29,823.69,99,US,25,81545.31000000001,1.487590507473692,0.7851142341210646,1.0438093742639554,2.3903234670644578,,,,,,
2004-10-31,ME2 PRIOR4,2.87,500.33,103,EU,25,51533.99,4.154920475410888,0.7851142341210646,1.0438093742639554,2.995732904137552,,,,,,
2004-10-31,ME2 PRIOR5,4.75,479.6,170,EU,25,81532.0,4.154920475410888,0.7851142341210646,1.0438093742639554,4.958094527753788,,,,,,
2004-10-31,ME2 PRIOR5,0.76,776.32,136,US,25,105579.52,1.487590507473692,0.7851142341210646,1.0438093742639554,0.7932951244406061,,,,,,
2004-10-31,ME3 PRIOR1,4.38,1583.2,86,US,25,136155.2,1.487590507473692,0.7851142341210646,1.0438093742639554,4.571885059276124,,,,,,
2004-10-31,ME3 PRIOR1,4.35,1250.6,86,EU,25,107551.59999999999,4.154920475410888,0.7851142341210646,1.0438093742639554,4.540570778048205,,,,,,
2004-10-31,ME3 PRIOR2,4.5,1250.9,57,EU,25,71301.3,4.154920475410888,0.7851142341210646,1.0438093742639554,4.697142184187799,,,,,,
2004-10-31,ME3 PRIOR2,1.09,1600.03,86,US,25,137602.58,1.487590507473692,0.7851142341210646,1.0438093742639554,1.1377522179477115,,,,,,
2004-10-31,ME3 PRIOR3,2.99,1636.17,77,US,25,125985.09000000001,1.487590507473692,0.7851142341210646,1.0438093742639554,3.120990029049227,,,,,,
2004-10-31,ME3 PRIOR3,4.06,1245.28,75,EU,25,93396.0,4.154920475410888,0.7851142341210646,1.0438093742639554,4.237866059511658,,,,,,
2004-10-31,ME3 PRIOR4,2.07,1683.12,76,US,25,127917.12,1.487590507473692,0.7851142341210646,1.0438093742639554,2.1606854047263875,,,,,,
2004-10-31,ME3 PRIOR4,4.32,1227.07,62,EU,25,76078.34,4.154920475410888,0.7851142341210646,1.0438093742639554,4.509256496820288,,,,,,
2004-10-31,ME3 PRIOR5,-1.47,1611.97,102,US,25,164420.94,1.487590507473692,0.7851142341210646,1.0438093742639554,-1.5343997801680143,,,,,,
2004-10-31,ME3 PRIOR5,4.67,1246.48,107,EU,25,133373.36000000002,4.154920475410888,0.7851142341210646,1.0438093742639554,4.874589777812671,,,,,,
2004-10-31,ME4 PRIOR1,3.36,3708.68,72,US,25,267024.95999999996,1.487590507473692,0.7851142341210646,1.0438093742639554,3.50719949752689,,,,,,
2004-10-31,ME4 PRIOR1,4.34,3220.49,69,EU,25,222213.81,4.154920475410888,0.7851142341210646,1.0438093742639554,4.530132684305566,,,,,,
2004-10-31,ME4 PRIOR2,2.67,3614.2,71,US,25,256608.19999999998,1.487590507473692,0.7851142341210646,1.0438093742639554,2.7869710292847607,,,,,,
2004-10-31,ME4 PRIOR2,3.11,3345.54,58,EU,25,194041.32,4.154920475410888,0.7851142341210646,1.0438093742639554,3.2462471539609012,,,,,,
2004-10-31,ME4 PRIOR3,3.91,3005.96,60,EU,25,180357.6,4.154920475410888,0.7851142341210646,1.0438093742639554,4.0812946533720655,,,,,,
2004-10-31,ME4 PRIOR3,1.69,3689.92,84,US,25,309953.28,1.487590507473692,0.7851142341210646,1.0438093742639554,1.7640378425060845,,,,,,
2004-10-31,ME4 PRIOR4,2.88,3895.27,72,US,25,280459.44,1.487590507473692,0.7851142341210646,1.0438093742639554,3.0061709978801914,,,,,,
2004-10-31,ME4 PRIOR4,3.38,3121.23,60,EU,25,187273.8,4.154920475410888,0.7851142341210646,1.0438093742639554,3.528075685012169,,,,,,
2004-10-31,ME4 PRIOR5,1.88,3851.31,76,US,25,292699.56,1.487590507473692,0.7851142341210646,1.0438093742639554,1.962361623616236,,,,,,
2004-10-31,ME4 PRIOR5,2.84,3324.03,60,EU,25,199441.80000000002,4.154920475410888,0.7851142341210646,1.0438093742639554,2.964418622909633,,,,,,
2004-10-31,ME5 PRIOR2,3.99,28419.15,65,EU,25,1847244.75,4.154920475410888,0.7851142341210646,1.0438093742639554,4.164799403313182,,,,,,
2004-10-31,ME5 PRIOR2,0.95,35489.43,72,US,25,2555238.96,1.487590507473692,0.7851142341210646,1.0438093742639554,0.9916189055507576,,,,,,
2004-10-31,ME5 PRIOR3,0.08,28814.54,95,US,25,2737381.3000000003,1.487590507473692,0.7851142341210646,1.0438093742639554,0.08350474994111644,,,,,,
2004-10-31,ME5 PRIOR3,4.48,22509.35,65,EU,25,1463107.75,4.154920475410888,0.7851142341210646,1.0438093742639554,4.67626599670252,,,,,,
2004-10-31,ME5 PRIOR4,0.14,25449.47,70,US,25,1781462.9000000001,1.487590507473692,0.7851142341210646,1.0438093742639554,0.14613331239695376,,,,,,
2004-10-31,ME5 PRIOR4,4.1,22192.74,60,EU,25,1331564.4000000001,4.154920475410888,0.7851142341210646,1.0438093742639554,4.279618434482217,,,,,,
2004-10-31,SMALL HiPRIOR,1.59,164.0,502,US,25,82328.0,1.487590507473692,0.7851142341210646,1.0438093742639554,1.6596569050796892,,,,,,
2004-10-31,SMALL HiPRIOR,6.31,74.94,819,EU,25,61375.86,4.154920475410888,0.7851142341210646,1.0438093742639554,6.5864371516055575,,,,,,
2004-10-31,SMALL LoPRIOR,3.89,46.66,1874,EU,25,87440.84,4.154920475410888,0.7851142341210646,1.0438093742639554,4.060418465886786,,,,,,
2004-10-31,SMALL LoPRIOR,1.65,133.66,1162,US,25,155312.91999999998,1.487590507473692,0.7851142341210646,1.0438093742639554,1.7222854675355264,,,,,,
2004-11-30,BIG HiPRIOR,7.9,20106.06,43,US,25,864560.5800000001,4.64656322054413,0.7521624670928921,1.0245204964272283,8.093711921775103,,,,,,
2004-11-30,BIG HiPRIOR,7.67,17113.32,44,EU,25,752986.08,6.988969171175217,0.7521624670928921,1.0245204964272283,7.858072207596841,,,,,,
2004-11-30,BIG LoPRIOR,0.37,31640.49,61,US,25,1930069.8900000001,4.64656322054413,0.7521624670928921,1.0245204964272283,0.37907258367807445,,,,,,
2004-11-30,BIG LoPRIOR,6.69,20786.65,64,EU,25,1330345.6,6.988969171175217,0.7521624670928921,1.0245204964272283,6.854042121098158,,,,,,
2004-11-30,ME1 PRIOR2,7.66,74.28,536,EU,25,39814.08,6.988969171175217,0.7521624670928921,1.0245204964272283,7.847827002632569,,,,,,
2004-11-30,ME1 PRIOR2,8.09,164.73,478,US,25,78740.94,4.64656322054413,0.7521624670928921,1.0245204964272283,8.288370816096277,,,,,,
2004-11-30,ME1 PRIOR3,8.08,160.26,297,US,25,47597.219999999994,4.64656322054413,0.7521624670928921,1.0245204964272283,8.278125611132005,,,,,,
2004-11-30,ME1 PRIOR3,7.64,79.02,425,EU,25,33583.5,6.988969171175217,0.7521624670928921,1.0245204964272283,7.827336592704024,,,,,,
2004-11-30,ME1 PRIOR4,8.3,84.55,382,EU,25,32298.1,6.988969171175217,0.7521624670928921,1.0245204964272283,8.503520120345996,,,,,,
2004-11-30,ME1 PRIOR4,9.01,162.34,336,US,25,54546.24,4.64656322054413,0.7521624670928921,1.0245204964272283,9.230929672809326,,,,,,
2004-11-30,ME2 PRIOR1,8.83,480.13,177,EU,25,84983.01,6.988969171175217,0.7521624670928921,1.0245204964272283,9.046515983452426,,,,,,
2004-11-30,ME2 PRIOR1,8.47,744.19,155,US,25,115349.45000000001,4.64656322054413,0.7521624670928921,1.0245204964272283,8.677688604738625,,,,,,
2004-11-30,ME2 PRIOR2,8.23,473.12,121,EU,25,57247.520000000004,6.988969171175217,0.7521624670928921,1.0245204964272283,8.431803685596089,,,,,,
2004-11-30,ME2 PRIOR2,8.9,770.59,104,US,25,80141.36,4.64656322054413,0.7521624670928921,1.0245204964272283,9.118232418202332,,,,,,
2004-11-30,ME2 PRIOR3,9.45,527.76,108,EU,25,56998.08,6.988969171175217,0.7521624670928921,1.0245204964272283,9.681718691237307,,,,,,
2004-11-30,ME2 PRIOR3,8.38,814.38,85,US,25,69222.3,4.64656322054413,0.7521624670928921,1.0245204964272283,8.585481760060174,,,,,,
2004-11-30,ME2 PRIOR4,9.45,814.24,106,US,25,86309.44,4.64656322054413,0.7521624670928921,1.0245204964272283,9.681718691237307,,,,,,
2004-11-30,ME2 PRIOR4,8.3,481.5,110,EU,25,52965.0,6.988969171175217,0.7521624670928921,1.0245204964272283,8.503520120345996,,,,,,
2004-11-30,ME2 PRIOR5,10.7,511.19,175,EU,25,89458.25,6.988969171175217,0.7521624670928921,1.0245204964272283,10.962369311771342,,,,,,
2004-11-30,ME2 PRIOR5,9.47,793.2,144,US,25,114220.8,4.64656322054413,0.7521624670928921,1.0245204964272283,9.702209101165852,,,,,,
2004-11-30,ME3 PRIOR1,9.31,1249.72,84,EU,25,104976.48,6.988969171175217,0.7521624670928921,1.0245204964272283,9.538285821737496,,,,,,
